OrderID,Date,Time,CustomerID,CustomerAge,CustomerGender,CustomerLocation,MenuItemID,MenuItemName,MenuItemCategory,MenuItemPrice,Quantity,TotalOrderPrice,PaymentMethod,OrderStatus,DiscountApplied,OrderDuration,ServerID,ServerRating,OrderType,CustomerFeedback,MenuItemRatings,PeakHour,Weekday,Season,PromoCodeUsed,SpecialRequests,LoyaltyPointsUsed,RefundedAmount,MenuItemIngredient,DietaryRestrictions,OrderChannel,TimeToServe
c38a83f2-22e7-44dd-b26e-323392c19ec7,09-04-2021,22:05:32,e5717278-f544-4388-a449-29869f392942,48,Female,South Julia,c9811d14-a614-40a3-b7b6-d6b640cf90ba,Sushi,Dessert,11.94,1,11.94,Cash,Pending,Yes,45,548a6413-67e1-40eb-92e9-2640e1eb6d7b,2.156623267,Takeaway,Less create thus early.,1.208800945,Yes,Wednesday,Winter,Yes,Popular item – add extra spice,27,7.2856347,Tofu,None,Phone,21
3f189981-00dd-4d2d-9d99-43dcf4e16e05,13-03-2023,00:55:40,39c7a156-bb1a-4d14-b3bc-440da9525b58,66,Female,Jessicachester,c6870ae5-479f-4371-8004-905e352255b6,Coffee,Appetizer,21.57,1,21.57,Online Payment,Completed,No,23,c1bdda1f-8ded-434c-ac93-1423046acf1b,1.447622025,Delivery,Girl authority second.,4.870910065,Yes,Monday,Summer,Yes,Location-based request – prefer mild flavor in Jessicachester,4,15.95781496,Chicken,Vegan,Phone,19
0f8e22ac-b45d-4304-9cf7-3fef6b8b2ebd,10-12-2021,11:48:31,650c2e76-2da7-495b-9644-bdb3cd99b55a,57,Male,Amandamouth,6207211d-aaa4-41da-a482-a93cab2f6d5b,Salad,Drink,23.68,3,71.04,Cash,Canceled,No,27,1c277685-63c0-441a-a50d-dfabf90b62a8,3.670130279,Dine-in,Shoulder just care political.,2.851370898,Yes,Tuesday,Fall,No,Location-based request – prefer mild flavor in Amandamouth,45,11.91416881,Beef,Gluten-Free,App,18
8472d9aa-75c9-4bfd-8530-8fde8fe53bdd,01-06-2021,21:24:49,caf2c5b7-5290-4681-8eae-7a49fcd774a7,38,Female,Matthewchester,2ed6794c-d962-4481-ac5a-1f96761d665a,Ice Cream,Appetizer,7.89,1,7.89,Credit Card,Completed,No,25,4e6b6f64-85fb-49f3-8868-e4ffb1796c15,3.922210754,Takeaway,Bring police little.,3.393943009,No,Thursday,Winter,No,Location-based request – prefer mild flavor in Matthewchester,0,14.59127005,Chicken,None,App,10
651ba58f-d9f6-47a8-bdec-d4d856adfd10,12-10-2024,06:30:15,e38b138b-2f56-4148-bd49-03846cb5ac07,42,Female,Moonmouth,cfad9c3b-2d34-40c2-bf5d-e10572041cba,Soup,Main Course,25.61,3,76.83,Online Payment,Completed,No,41,f588adb4-72a9-434d-9bab-e4d9b384cba0,3.234983088,Delivery,Parent popular edge none trial.,4.668159569,Yes,Tuesday,Winter,Yes,Popular item – add extra cheese,37,8.292973732,Tofu,Gluten-Free,In-store,10
27032e5e-ffc6-47ef-824c-667176501ae1,08-02-2023,11:54:43,da2d2edf-4ed2-4d24-82f7-470bbd745742,61,Female,East Randall,222b2110-dc69-4ef3-a3e1-f0d4e1f8e035,Salad,Dessert,8.29,3,24.87,Cash,Canceled,Yes,31,80330fe9-7d7d-42b2-b4df-6a91a2b650f3,2.591277882,Delivery,Back make letter head we far action.,3.635845247,Yes,Thursday,Fall,No,Location-based request – prefer mild flavor in East Randall,19,9.198093763,Beef,Vegan,In-store,15
d3359036-e298-4f4b-8a20-1bd1d6476795,30-10-2021,04:27:25,6225ad63-774e-46e5-b6d5-591632d98b82,19,Female,Hollymouth,301fc916-ad2e-4984-82a2-ac0ea3d962a7,Steak,Appetizer,20.23,1,20.23,Credit Card,Canceled,Yes,37,4d1fcd66-0b87-4bbe-8438-26f8e91766ed,4.919021178,Takeaway,Phone area agreement television time when campaign training.,1.435261155,No,Friday,Summer,Yes,Popular item – add extra crust,5,19.23378585,Cheese,Dairy-Free,Phone,11
24727301-bdd7-4277-b63e-869a061b2acc,31-08-2021,20:15:20,35e91280-35c2-4fce-962e-3ba8cf8b1dbc,70,Male,Kennethside,1c6707d0-50bc-4384-b3a0-1ac58a70463d,Coffee,Appetizer,14.97,4,59.88,Cash,Pending,No,36,2a290a3b-bc88-4aed-9f20-8416760cb93b,4.848847688,Takeaway,Theory hard itself natural knowledge take window.,2.851022067,Yes,Tuesday,Fall,No,Location-based request – prefer mild flavor in Kennethside,20,2.4920071,Chicken,None,In-store,17
75eb84e9-0fbe-4738-9967-b1f99109b78f,05-02-2021,07:05:26,e96b4553-af25-48f8-bf13-63e37610a3d2,43,Female,South Brianborough,e82336e9-3ca2-4edd-a827-43099ac52f79,Burger,Main Course,5.06,3,15.18,Credit Card,Completed,No,33,8a19abb9-b7f1-4683-a91e-1981f0223a39,3.527413781,Dine-in,Nation consumer population side society.,1.603680364,Yes,Wednesday,Fall,Yes,Location-based request – prefer mild flavor in South Brianborough,36,6.942886524,Fish,Dairy-Free,App,19
86be91ea-cda8-4c4c-b096-fed0a6a82ead,02-06-2024,13:05:14,6281d0f3-858b-462a-a797-0986dafbc751,47,Female,New Heatherborough,fb50899a-1d4a-4cd2-8afd-5a6bd2babef8,Burger,Main Course,14.34,4,57.36,Credit Card,Canceled,Yes,42,b6d90868-9796-4aba-b096-fcd7dd9bba76,2.978958163,Takeaway,Specific option analysis production push long.,1.421976582,Yes,Sunday,Fall,Yes,Location-based request – prefer mild flavor in New Heatherborough,39,8.404516725,Cheese,Vegan,In-store,15
fd9fe1d4-3046-458a-ad1a-c594a381eb10,02-12-2023,02:11:23,9932cb3c-1c34-46b2-ba42-c8e1b9676db0,30,Male,East Sheriside,508a3635-4e44-4ba6-a064-0ca49f69fd2a,Steak,Dessert,13.31,1,13.31,Credit Card,Completed,No,10,ae9c2477-5ea1-4cbc-943b-97edf1da6b9b,1.064814732,Dine-in,Marriage language than yet seven six.,3.970572962,No,Thursday,Summer,Yes,Popular item – add extra crust,4,3.16588997,Rice,Dairy-Free,In-store,30
8e933e2a-49bb-4f86-80a4-f839e2b8e883,15-03-2023,04:38:45,51bcf4d8-18c6-47bf-8fd8-e3d0b2e03617,47,Male,Morenoport,365ae6f8-f78c-4449-9029-e796b79de08c,Coffee,Dessert,12.07,2,24.14,Credit Card,Canceled,No,43,01caede8-ad88-441f-bb8d-a074899f3acb,2.535765867,Delivery,Traditional technology forget pattern team.,1.477848687,No,Saturday,Summer,No,Location-based request – prefer mild flavor in Morenoport,18,4.371207376,Vegetables,Dairy-Free,Phone,28
813f2896-efda-4693-9edc-d53d0c3bcdb2,24-12-2023,11:54:38,a9dfd711-564d-4541-ae9d-63cc6ae83870,66,Male,Lake Michaelmouth,69d0dead-414b-4ec6-ad93-8cd34a848f1d,Pizza,Main Course,19.37,1,19.37,Cash,Pending,Yes,29,28460057-273a-467a-ad3d-d7b150b3038c,4.46143863,Takeaway,Hold quickly college kind safe enough.,3.638023624,Yes,Friday,Fall,No,Popular item – add extra crust,43,2.134318024,Beef,Dairy-Free,App,28
f440b417-a0d0-4c9d-8f53-4c11fb67823a,20-06-2024,11:03:37,26dbaf59-428c-4b11-be07-dcfd8c39230f,71,Female,North Larryhaven,38534af6-a693-4311-a9aa-386943827edf,Pizza,Dessert,9.91,2,19.82,Online Payment,Canceled,Yes,45,a1f09861-00e8-4e47-8b95-d246f0b13bdb,1.915592361,Dine-in,Factor bag girl least thought news reality.,4.688812401,No,Monday,Summer,Yes,Popular item – add extra sauce,36,16.2493795,Chicken,Dairy-Free,App,18
a7ae5685-dfee-497b-8cef-b5c4051de937,17-09-2024,14:20:21,7b2b3a65-2c32-4564-b0ea-701eb032d37a,23,Female,New Davidside,21ae38d0-c07a-4092-9650-8ccda94513db,Pasta,Dessert,17.96,4,71.84,Cash,Canceled,No,38,fa40422c-5e26-489b-a20b-373cc14eae9c,4.170925967,Dine-in,Around culture such future.,2.998111292,Yes,Wednesday,Winter,Yes,Popular item – add extra crust,37,9.386910839,Cheese,Gluten-Free,App,22
bb764e71-0c61-41c1-8274-289abbe5f3f6,09-08-2023,10:55:27,da9786c7-7ec1-4970-8b20-224b68f59c27,19,Male,North Christine,3097842f-9f3b-4a04-b7a4-e9197af4b886,Ice Cream,Dessert,10.88,2,21.76,Online Payment,Completed,Yes,31,8553ccf8-d88c-457c-8974-143e023bea71,4.758101802,Delivery,Score service consumer right administration challenge.,3.014020901,No,Friday,Spring,Yes,Location-based request – prefer mild flavor in North Christine,47,17.22837302,Rice,None,In-store,13
d63fdcf4-4202-4cd7-8590-d1a5ead2decd,23-10-2021,05:40:39,293a0248-2c79-456c-b6df-f56e65d02a7f,52,Female,East Anthonyfurt,aefadb4a-7e52-4438-ae11-db26404bcda7,Ice Cream,Drink,7.64,2,15.28,Cash,Canceled,Yes,38,5e0782c1-638d-4064-86ca-260aeec2bf42,1.044011143,Takeaway,Medical much significant audience miss believe song.,4.421638596,Yes,Wednesday,Winter,Yes,Location-based request – prefer mild flavor in East Anthonyfurt,18,9.304330057,Beef,Dairy-Free,Phone,12
158021cf-447a-4924-838d-0f73caeeb553,23-03-2023,19:01:33,03085cbc-b23b-4a0d-8ced-d2c1bdd82c24,45,Female,Carlchester,ab4769a3-7cb7-4f3c-bc8c-2880aa43e994,Pasta,Dessert,18.62,4,74.48,Cash,Pending,Yes,22,32f2fc0f-e9d3-467b-8247-c72a80dfd27f,3.471428259,Takeaway,Whom line game it rather the.,4.039381062,Yes,Friday,Winter,Yes,Popular item – add extra spice,37,5.78952232,Cheese,Gluten-Free,Phone,22
041c3e9d-e5d2-4938-b102-0eaed3b8f2c9,29-03-2021,17:14:25,d5f612b0-9a8a-4d90-afd0-c41e5ccf0437,60,Female,Keyside,c3d6d97f-deae-4c9d-9634-e7e890c272b5,Steak,Appetizer,29.59,5,147.95,Cash,Pending,Yes,23,9001b20b-146f-4bef-9c22-982aad9e0ec6,1.497289758,Takeaway,Test site theory ago.,3.712082519,No,Saturday,Fall,No,Popular item – add extra cheese,25,11.29072646,Tofu,Gluten-Free,Phone,28
cd05077f-d296-481b-bac8-b1febee2b642,19-10-2021,02:35:18,3eb8ee15-929f-4ca2-bba2-871c3af6f379,73,Female,South Spencer,6525f297-27b7-4c5f-9617-2b43c68292f3,Coffee,Drink,27.89,2,55.78,Online Payment,Canceled,No,21,9f4ccf7e-3f97-407b-ae46-d19974fad6e1,1.2268872,Delivery,Individual maybe deal focus smile assume may another.,3.354114514,Yes,Friday,Spring,Yes,Location-based request – prefer mild flavor in South Spencer,2,8.437609726,Fish,Dairy-Free,App,19
4b0ae114-6c56-4081-8650-e8c873ab3e3b,17-05-2024,13:30:49,5ede510e-a480-4f12-996a-2b2c0e6d067b,80,Male,Coxfurt,527780d4-602f-42b2-bc63-3edb62312fed,Salad,Main Course,22.15,1,22.15,Cash,Pending,No,34,916d036d-58e1-499a-807a-893106ecc7ad,1.282236018,Dine-in,Animal animal role tonight accept buy.,3.526169573,No,Monday,Winter,Yes,Location-based request – prefer mild flavor in Coxfurt,8,17.64635453,Beef,None,Phone,16
81a3f364-8d64-4acc-b598-025509961552,17-04-2023,12:16:50,2f0d1fd2-4fb9-4d8b-98f2-b71d3a3896bd,75,Female,East Anthonyland,6df9dee3-54d0-4c2d-a402-470f9c016022,Pasta,Main Course,10.55,4,42.2,Online Payment,Completed,Yes,12,bd9ab2fc-a617-4f13-9fe6-8f0ea7e1e686,1.804105974,Delivery,Director interesting claim center.,1.276616294,Yes,Wednesday,Fall,Yes,Popular item – add extra crust,35,11.76760658,Rice,Dairy-Free,App,12
10093bde-3e14-4f20-bb5f-0abd779ed603,14-11-2021,08:32:52,ca42e838-e3fd-4a5f-ae0e-4ceb29b5eef6,73,Male,South Stephenton,8c5a6086-6021-49d5-a1ab-33e8e7a42fe5,Steak,Dessert,23.63,1,23.63,Cash,Pending,No,17,d6811163-6cdf-4e66-a88b-d949453881c3,4.969231728,Delivery,Size child land whatever consumer.,2.978356657,Yes,Friday,Spring,Yes,Popular item – add extra sauce,7,14.09365928,Pasta,Gluten-Free,App,27
f73692bd-0629-4900-a570-dd6dbeba95a1,11-09-2021,07:51:49,43c39a8e-9ed4-41e0-9ed8-6286e7c7e488,54,Male,Joshuaburgh,2a2ed0db-75a9-49ff-8b23-e6860aa0dc30,Coffee,Dessert,16.42,4,65.68,Credit Card,Completed,No,16,dff7fdcf-05fb-4139-857c-7b353fde3ef3,3.771805478,Takeaway,You find beautiful positive network probably budget.,2.58569948,Yes,Friday,Summer,Yes,Location-based request – prefer mild flavor in Joshuaburgh,20,0.798014927,Rice,Vegan,In-store,12
2944f7d5-72d8-4c50-b71a-9bfbc20df87b,26-06-2022,16:17:41,c4dbe567-ce8a-409d-9628-94c81bf4838c,42,Female,Palmerview,d08de276-b353-47da-b6b7-6df8785e48bd,Sushi,Main Course,26.3,2,52.6,Cash,Canceled,Yes,18,38ec6a8f-adc9-4fd3-a9dc-81617b691146,1.828676674,Takeaway,Become dark practice.,3.831437097,Yes,Tuesday,Winter,No,Popular item – add extra cheese,14,3.372565132,Tofu,Vegan,App,12
793d1e52-f108-432e-a664-63ae0eeec63c,19-02-2023,07:20:02,3243692f-990e-44e9-bbf3-41fc862c3d9a,30,Female,New Sara,38e49747-a084-4540-ad86-3eadb7e33444,Soup,Drink,21.32,1,21.32,Credit Card,Completed,No,15,55d1c827-4d79-4d81-b5a1-4a1826c50c21,3.471172454,Delivery,Consider share number cold government federal suddenly.,2.157831903,No,Friday,Summer,Yes,Popular item – add extra sauce,21,18.30886063,Beef,Vegan,App,30
8706320a-0dd3-4dcb-a22f-d8a5d3089793,03-11-2023,03:10:56,6cfd3383-67d3-46ec-9fcd-57b1ddc91b1e,37,Male,East Jesse,c90c8661-da37-462e-adaa-86e1b9932b67,Sushi,Drink,15.12,3,45.36,Credit Card,Canceled,Yes,17,e105a4e2-d0a4-42ac-83a7-12e55a2f7d6b,2.857729467,Takeaway,Blood her girl.,4.826435529,Yes,Saturday,Winter,No,Popular item – add extra sauce,42,4.08138541,Fish,Dairy-Free,Phone,21
187de3e9-d1cd-4c91-8a90-c39f1acb91ed,03-10-2020,06:19:50,ecd5aea7-63c3-42d6-8d69-68f6c7384d5f,42,Male,East Christopherside,3e7cf220-bb6d-48d0-95e5-e854a6b02d41,Ice Cream,Drink,21.89,2,43.78,Online Payment,Canceled,No,29,edae3999-3b62-48c8-a8fb-5f0a2b306811,2.79765661,Delivery,Law sea style election heavy color speak.,3.885548611,No,Saturday,Spring,No,Location-based request – prefer mild flavor in East Christopherside,40,8.132019587,Vegetables,Vegan,In-store,17
fb6479b7-34fe-440e-9a5a-e741ce1abf91,08-02-2020,05:05:16,f8a2bdcb-8d78-4f3e-aa31-02b9beda7516,70,Female,Port Saraburgh,3c0925ba-05fd-4b36-9dc1-aba21f7a6289,Pizza,Appetizer,8.71,4,34.84,Cash,Completed,No,41,a0c95626-c595-4a66-bc3b-3ed773b9c4fe,2.848758352,Dine-in,Factor six war bit.,1.346015096,No,Sunday,Spring,Yes,Popular item – add extra crust,17,17.37626339,Cheese,None,App,12
9a9eb893-f932-4f87-a0ce-5a8d119f7eec,02-03-2024,01:01:37,407fb645-4246-492c-b1e0-b300272a8a21,21,Male,Flemingland,de6d709d-1a43-4d7d-9b79-971058512133,Steak,Appetizer,28.76,2,57.52,Online Payment,Canceled,Yes,36,9d2d447f-bf3a-44ca-b101-9ec098232787,3.746166181,Takeaway,Accept trial left enjoy.,1.235607408,Yes,Wednesday,Spring,Yes,Popular item – add extra crust,39,10.70966428,Beef,Gluten-Free,App,22
4891b904-cd18-48cb-aad9-10ea6d64cbbf,18-04-2023,13:30:37,52d7094c-feb2-4f1a-8680-5f4432f8f6a8,50,Female,Port Jamesburgh,41181a83-5167-4735-936b-f80572bf0ae2,Pizza,Main Course,14.94,2,29.88,Cash,Pending,Yes,20,b6134090-806e-438c-8837-98e258e7f3d5,2.365556065,Delivery,Threat local life point threat.,1.957055616,No,Thursday,Spring,No,Popular item – add extra sauce,38,10.40741953,Chicken,None,In-store,14
b9e28876-d22e-436f-94bc-f69bdbbab617,29-04-2021,16:42:23,05ee3ac0-0e8b-4c1c-af01-a8ffdc07e19b,60,Male,Port Margaretborough,ffb89a7b-2467-4c2b-bc1e-5804291df9df,Coffee,Dessert,27.83,3,83.49,Online Payment,Pending,No,22,1b6717ef-0373-465c-9985-a3fa28f73f15,4.495640967,Takeaway,Environmental sound affect free.,1.65762907,Yes,Thursday,Fall,No,Location-based request – prefer mild flavor in Port Margaretborough,11,19.48934835,Chicken,None,Phone,20
07419c11-07d6-43a1-b600-df6ffd0f2fa0,18-04-2021,17:26:03,87b2eeee-817d-4b75-b046-b2ef079ce84d,72,Female,Erictown,f4191413-6bbe-4353-bd1e-55efc6f78b5e,Sushi,Dessert,5.55,3,16.65,Online Payment,Canceled,No,35,321c997c-b406-40f4-b83c-8cc6d2f19973,4.694744654,Dine-in,Toward fight many.,4.114863872,No,Tuesday,Winter,Yes,Popular item – add extra crust,40,5.571770957,Cheese,Gluten-Free,Phone,21
8337193b-45e0-423b-b917-cd457e00295a,15-06-2020,07:47:14,e0495107-373c-46f9-94e1-584995162e51,73,Male,South Amystad,0cad6572-20a4-44e1-8037-e52d127e4ed0,Pasta,Main Course,15.07,2,30.14,Credit Card,Canceled,Yes,23,a1996d4a-0702-420f-9ba7-fcdf93a3be38,3.985361018,Dine-in,Move crime believe design dinner fall.,4.478320523,Yes,Tuesday,Summer,No,Popular item – add extra sauce,14,4.619365743,Beef,None,App,19
d84e8cb3-dc53-41be-90eb-98928bc45366,12-01-2021,00:39:40,a8267c4d-3ed2-45cb-8663-6484300ccbbd,53,Male,Donaldville,bb7e0831-f438-4cc1-8895-b58b91faa872,Ice Cream,Main Course,24.48,5,122.4,Cash,Completed,No,15,5511c761-4c0b-4872-9c38-b5103ecd57c3,1.609720329,Delivery,Worry knowledge cold on sometimes.,2.544344198,Yes,Thursday,Winter,No,Location-based request – prefer mild flavor in Donaldville,29,19.66133053,Pasta,Gluten-Free,Phone,17
dfd07f92-4dc2-459b-ac85-0ec4c00f0467,09-11-2022,20:44:48,df53fed9-29ce-4a8d-9c80-00346f1e72a7,30,Male,Port Katrina,a3074db3-dfaf-46df-8808-0b3b47f28230,Soup,Dessert,16.56,2,33.12,Credit Card,Pending,No,25,3e663b53-100b-49a1-8f85-8e4c9c9e3df8,3.013294128,Delivery,Case detail himself lay democratic.,2.039826562,No,Friday,Winter,No,Popular item – add extra spice,30,10.78398517,Tofu,Gluten-Free,Phone,19
e7a4cb16-9ada-4f8f-90e6-62a73e125a96,27-11-2021,02:17:11,cc117cc0-9a35-4e35-a3f4-3d34771412bf,79,Female,North Chelsea,e85e852d-f170-47cc-9794-17e874f75588,Soup,Appetizer,26.51,1,26.51,Online Payment,Canceled,No,27,2cbfe228-490f-4737-8677-aff265da7bae,1.289807788,Dine-in,Give somebody stuff she.,2.190597771,Yes,Tuesday,Winter,No,Popular item – add extra crust,47,5.537096434,Fish,Vegan,In-store,28
e5ac2d4b-e026-4550-86c2-a356881757cb,05-09-2021,23:30:11,1b97f4c8-221d-4436-8d72-e4c331b31810,29,Male,West Elizabeth,b09c8358-2156-4895-82de-badd7eddc2d1,Coffee,Appetizer,6.63,1,6.63,Credit Card,Pending,Yes,14,d5e941ce-94ca-4c2e-8b17-dbda34dba879,4.007909691,Delivery,Bad sort travel others strong bed.,4.795186378,Yes,Thursday,Summer,No,Location-based request – prefer mild flavor in West Elizabeth,26,9.348092589,Beef,Vegan,Phone,23
d638910a-4327-4975-b947-7e0c4aaec833,22-08-2021,07:03:31,dd39c4cb-fd0a-43e5-8ff6-6afe4cf7a0ac,64,Male,North Jamesfort,178c18cb-5b85-4851-a2dd-b372a4fb152b,Ice Cream,Appetizer,10.11,1,10.11,Credit Card,Pending,Yes,11,ad9e96c8-6a6a-4369-a7de-c365d814610b,2.783751333,Delivery,Cover bring fall practice story view machine pay.,2.779295611,Yes,Tuesday,Fall,No,Location-based request – prefer mild flavor in North Jamesfort,8,1.578253783,Fish,None,Phone,16
1744e106-d15e-4c2b-8684-5db1de638611,01-10-2022,21:22:05,dd65796d-3819-48d9-b938-bba44db5b51a,66,Male,Saraport,ba54175b-b3b4-4162-a3ec-255f14ca9028,Steak,Appetizer,11.96,2,23.92,Credit Card,Canceled,No,23,2b077f15-503e-4ee5-b7ca-538c32022915,3.136850227,Delivery,Tree like detail probably.,4.277409093,No,Sunday,Winter,No,Popular item – add extra cheese,33,0.146335248,Cheese,Vegan,Phone,19
2e67e5c2-9371-40dd-bd24-a574312b3cde,06-09-2023,03:58:19,ad555be1-88ac-4815-9de1-3c7b8219fa93,50,Female,West Michelle,ee7884b2-82a1-43bd-8ea6-dc4fcdb4dd92,Ice Cream,Main Course,13.79,2,27.58,Credit Card,Completed,No,18,e1721f53-31ed-4699-86ca-a14ddec7e59d,4.912949241,Delivery,Why life mother interview.,1.403170227,Yes,Thursday,Summer,No,Location-based request – prefer mild flavor in West Michelle,4,6.740020864,Chicken,Dairy-Free,Phone,14
62b76cd5-8d18-4701-85a5-aa3c3ed3a202,19-04-2021,17:40:27,912105ec-6ab2-46c0-88d9-6fd8d3e2f332,63,Male,North Drewville,4e209ae3-0819-487a-96d2-a0d1dbe08a58,Burger,Dessert,10.55,1,10.55,Cash,Pending,No,45,f7bf5e6f-0d2b-4e39-a5d2-9dcaef40abfc,3.152024901,Delivery,Well past dark next raise.,1.610646556,Yes,Saturday,Summer,Yes,Location-based request – prefer mild flavor in North Drewville,19,0.990529449,Cheese,None,Phone,14
ad83bc70-6bef-42df-9426-03883660bc68,14-03-2022,19:13:52,f458138d-c2dd-4954-bf80-bfa526eebf72,62,Female,Port Jeffrey,6d52c959-dc89-44b5-854d-85fce566f043,Ice Cream,Drink,7.69,5,38.45,Online Payment,Canceled,No,43,3f26ae69-c7be-415d-b437-5aa260853555,4.593375619,Takeaway,Accept difference Congress government piece station deal fear.,2.493623325,Yes,Sunday,Winter,No,Location-based request – prefer mild flavor in Port Jeffrey,20,11.98328992,Fish,Vegan,In-store,14
